Unique_Advisor_Id,Unique_Investment_Id,Month,Shares,AUM,aum_per_share
1002143,3476,2016 / 09,17785.7033,181947.7452,10.23
1002143,3476,2016 / 10,17785.7033,181236.317,10.19
1002143,3476,2016 / 11,17785.7033,191374.1678,10.76
1002143,3476,2016 / 12,18375.0533,194040.5632,10.56
1002143,3539,2016 / 01,0,0,-1
1002143,3539,2016 / 02,0,0,-1
1002143,3539,2016 / 03,0,0,-1
1002143,3539,2016 / 04,0,0,-1
1002143,3539,2016 / 05,0,0,-1
1002143,3542,2016 / 01,7620.905,77352.1858,10.15
1002143,3542,2016 / 02,7620.905,77047.3495,10.11
1002143,3542,2016 / 03,7620.905,77580.8128,10.18
1002143,3542,2016 / 04,7620.905,78190.4853,10.26
1002143,3542,2016 / 05,7620.905,78647.7397,10.32
1002143,3542,2016 / 06,7620.905,80095.7115,10.51
1002143,3542,2016 / 07,7620.905,79867.0843,10.48
1002143,3542,2016 / 08,7620.905,79943.2935,10.49
1002143,3542,2016 / 09,7620.905,79409.8302,10.42
1002143,3542,2016 / 10,7620.905,78190.4853,10.26
1002143,3542,2016 / 11,7620.905,74151.4057,9.73
1002143,3542,2016 / 12,7620.905,74303.8238,9.75
1002143,3579,2016 / 01,359.725,5690.8495,15.82
1002143,3579,2016 / 02,359.725,5827.545,16.2
1002143,3579,2016 / 03,359.725,6097.3387,16.95
1002143,3579,2016 / 04,359.725,6140.5057,17.07
1002143,3579,2016 / 05,359.725,6259.215,17.4
1002143,3579,2016 / 06,359.725,6165.6865,17.14
1002143,3579,2016 / 07,359.725,6413.8968,17.83
1002143,3579,2016 / 08,359.725,6446.272,17.92
1002143,3579,2016 / 09,359.725,6525.4115,18.14
1002143,3579,2016 / 10,359.725,6302.382,17.52
1002143,3579,2016 / 11,359.725,6316.771,17.56
1002143,3579,2016 / 12,362.8733,6277.7087,17.3
1002143,3584,2016 / 01,31.6083,790.2083,25
